                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7734,                 2.3286,                 1.5592,                0.39795,                0.28029,                 0.2549,                 0.1196,                 2.1101,                 2.3315,                 1.6696,             0.00066557,             0.00066557,             0.00066557
